,,,,,jersey_number,nation,pos,age,min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,game_id
,,,,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
league,season,game,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Alin Toșca,16,ROU,CB,25-341,90,0,0,0,0,1,0,0,0,69,2,1,0,0.1,0.1,0.0,1,0,52,61,85.2,2,48,1,1,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Bacary Sagna,83,FRA,RB,35-004,45,0,0,0,0,0,0,0,0,34,1,2,1,0.0,0.0,0.0,0,0,19,25,76.0,0,11,0,1,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Berat Djimsiti,6,ALB,CB,24-364,90,0,1,0,0,0,0,0,0,75,0,1,0,0.0,0.0,0.4,1,1,58,66,87.9,2,50,1,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Cheick Diabaté,25,MLI,FW,29-299,14,1,0,0,0,1,1,0,0,13,0,0,1,0.4,0.4,0.0,0,0,5,8,62.5,1,5,0,1,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Christian Puggioni,1,ITA,GK,37-032,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,19,29,65.5,0,10,0,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Enrico Brignola,99,ITA,"RW,RM",18-225,90,0,0,0,0,2,1,1,0,59,3,2,1,0.1,0.1,0.0,2,0,34,43,79.1,1,39,3,3,2,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Filip Đuričić,31,SRB,AM,26-019,76,0,1,0,0,0,0,1,0,43,0,1,0,0.0,0.0,0.2,4,0,31,38,81.6,6,29,3,5,2,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Gaetano Letizia,3,ITA,LB,27-234,45,0,0,0,0,0,0,1,0,50,1,0,3,0.0,0.0,0.2,5,1,33,44,75.0,12,27,2,2,2,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Lorenzo Venuti,23,ITA,"LB,RB",22-312,90,0,0,0,0,0,0,0,0,56,1,3,2,0.0,0.0,0.0,0,0,37,47,78.7,2,26,0,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Massimo Coda,9,ITA,FW,29-100,90,0,0,0,0,5,1,1,0,51,1,0,0,0.4,0.4,0.0,2,0,19,33,57.6,0,23,0,3,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Nicolas Viola,10,ITA,"DM,CM",28-129,90,1,1,0,0,3,2,0,0,77,3,0,2,0.2,0.2,0.3,8,3,43,62,69.4,5,47,4,7,6,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Pietro Iemmello,33,ITA,"LM,LW",25-349,26,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,1,1,5,6,83.3,1,4,0,1,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Sandro,30,BRA,"DM,CM",28-340,90,1,0,0,0,3,2,1,0,95,2,5,3,0.2,0.2,0.0,1,0,66,75,88.0,7,40,0,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Benevento,Vittorio Parigini,26,ITA,LW,21-330,64,0,0,0,0,1,1,0,0,28,1,0,0,0.0,0.0,0.1,3,0,14,20,70.0,1,24,5,4,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Ahmad Benali,10,LBY,"RM,DM",26-011,90,1,0,0,0,1,1,1,0,55,2,2,2,0.3,0.3,0.0,3,1,29,43,67.4,5,26,2,1,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Alex Cordaz,1,ITA,GK,35-048,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,10,25,40.0,0,10,1,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Andrea Barberis,18,ITA,AM,24-069,34,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.1,2,0,12,16,75.0,3,5,1,2,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Andrea Nalini,9,ITA,"FW,LW",27-243,90,0,1,0,0,1,0,0,0,40,5,0,2,0.0,0.0,1.0,5,1,13,28,46.4,0,21,1,1,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Ante Budimir,17,CRO,FW,26-211,41,0,0,0,0,2,1,1,0,11,0,0,0,0.2,0.2,0.0,1,0,4,8,50.0,1,6,0,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Arlind Ajeti,93,ALB,CM,24-146,56,0,0,0,0,0,0,0,0,22,3,0,3,0.0,0.0,0.0,3,0,8,12,66.7,2,5,0,1,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Bruno Martella,87,ITA,LB,25-188,90,0,0,0,0,1,0,0,0,60,0,3,2,0.0,0.0,0.1,2,0,27,44,61.4,5,22,2,4,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Davide Faraoni,37,ITA,RB,26-116,90,0,1,0,0,2,0,0,0,61,6,3,0,0.1,0.1,0.3,2,1,29,44,65.9,4,20,2,5,2,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Federico Ceccherini,7,ITA,CB,25-283,90,0,0,0,0,2,0,0,0,43,1,1,1,0.4,0.4,0.0,0,0,22,28,78.6,0,17,1,4,3,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Federico Ricci,11,ITA,RW,23-267,79,0,0,0,0,2,0,0,0,43,2,0,2,0.1,0.1,0.4,6,0,21,30,70.0,4,24,2,3,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Giovanni Crociata,89,ITA,LW,20-191,49,1,0,0,0,2,1,0,0,22,2,1,2,0.9,0.9,0.0,0,0,4,13,30.8,2,12,1,1,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Marcello Trotta,29,ITA,RW,25-142,11,0,0,0,0,4,0,0,0,12,1,0,0,0.2,0.2,0.0,5,0,6,6,100.0,1,7,4,1,1,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Marco Capuano,23,ITA,CB,26-127,90,0,0,0,0,0,0,0,0,40,0,1,3,0.0,0.0,0.0,0,0,16,29,55.2,3,15,0,0,0,955151b3
ITA-Serie A,1718,2018-02-18 Benevento-Crotone,Crotone,Rolando Mandragora,38,ITA,"LM,DM",20-234,90,0,0,0,0,2,0,0,0,32,0,2,0,0.0,0.0,0.1,4,1,23,26,88.5,2,17,2,1,1,955151b3
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Andrea Poli,16,ITA,RM,28-142,90,1,0,0,0,1,1,0,0,81,1,1,1,0.8,0.8,0.1,5,1,65,72,90.3,8,68,3,2,2,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Antonio Mirante,83,ITA,GK,34-225,90,0,0,0,0,0,0,0,0,36,0,0,1,0.0,0.0,0.0,0,0,18,32,56.3,0,20,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Blerim Džemaili,31,SUI,LM,31-312,70,0,0,0,0,1,1,0,0,30,0,0,1,0.0,0.0,0.1,2,0,23,28,82.1,1,21,1,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Cesar Falletti,21,URU,LW,25-078,53,0,0,0,0,0,0,0,0,30,1,0,2,0.0,0.0,0.0,0,0,15,20,75.0,1,22,0,4,4,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Emil Krafth,4,SWE,RB,23-200,90,0,0,0,0,0,0,0,0,73,3,0,2,0.0,0.0,0.0,3,0,51,61,83.6,6,39,3,1,1,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Erick Pulgar,5,CHI,CM,24-034,90,1,0,0,0,1,1,0,0,109,2,0,2,0.1,0.1,0.1,2,0,90,105,85.7,15,78,1,2,2,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Federico Di Francesco,14,ITA,RW,23-249,90,0,0,0,0,4,1,0,0,57,1,1,2,0.2,0.2,0.0,0,0,36,47,76.6,2,47,4,1,1,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Felipe Avenatti,19,URU,LW,24-298,37,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,4,9,44.4,0,9,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Filip Helander,18,SWE,LB,24-302,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Giancarlo González,3,CRC,CB,30-010,90,0,0,0,0,0,0,0,0,85,1,1,2,0.0,0.0,0.0,1,1,61,71,85.9,2,56,2,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Ladislav Krejčí,11,CZE,LM,25-228,20,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,1,1,0,1,0.0,0,3,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Mattia Destro,10,ITA,FW,26-335,90,0,0,0,0,2,2,0,0,34,0,0,1,0.1,0.1,0.0,3,0,19,25,76.0,2,25,1,3,3,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Sebastien De Maio,6,FRA,CB,30-350,90,0,0,0,0,0,0,1,0,77,0,1,2,0.0,0.0,0.0,1,1,58,69,84.1,5,51,1,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Bologna,Vasilis Torosidis,35,GRE,LB,32-253,82,0,0,0,0,1,0,0,0,52,0,1,2,0.0,0.0,0.0,0,0,33,41,80.5,5,28,0,2,1,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Alfred Duncan,32,GHA,LM,24-345,69,0,0,0,0,0,0,0,0,21,0,2,0,0.0,0.0,0.0,1,0,12,19,63.2,4,13,3,3,2,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Andrea Consigli,47,ITA,GK,31-022,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,1,0,17,26,65.4,0,10,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Antonino Ragusa,90,ITA,FW,27-328,5,0,0,0,0,2,1,1,0,3,0,0,0,0.9,0.9,0.0,1,0,1,1,100.0,0,1,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Domenico Berardi,25,ITA,RW,23-201,90,0,0,0,0,1,0,0,0,62,2,1,2,0.0,0.0,0.3,9,1,29,55,52.7,10,34,5,2,2,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Edoardo Goldaniga,24,ITA,CB,24-108,85,0,0,0,0,0,0,2,1,43,1,2,0,0.0,0.0,0.0,0,0,30,35,85.7,2,21,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Federico Peluso,13,ITA,LB,34-029,90,0,0,0,0,0,0,1,0,53,2,2,2,0.0,0.0,0.0,0,0,31,43,72.1,6,19,1,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Francesco Acerbi,15,ITA,CB,30-008,90,0,0,0,0,0,0,0,0,57,1,2,0,0.0,0.0,0.1,2,0,42,49,85.7,2,27,1,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Francesco Magnanelli,4,ITA,CM,33-098,90,0,0,0,0,0,0,0,0,60,1,5,1,0.0,0.0,0.1,7,0,41,50,82.0,9,30,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Khouma Babacar,30,SEN,FW,24-338,85,1,0,0,0,5,2,0,0,22,0,0,2,1.2,1.2,0.0,0,0,10,12,83.3,2,15,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Luca Mazzitelli,6,ITA,LM,22-095,21,0,0,0,0,5,2,0,0,24,1,2,0,0.2,0.2,0.0,0,0,12,16,75.0,1,12,0,1,1,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Matteo Politano,16,ITA,LW,24-199,90,0,0,0,0,5,1,0,0,49,0,0,0,0.4,0.4,0.6,8,1,24,39,61.5,9,39,10,5,3,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Nicholas Pierini,17,ITA,RM,19-196,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,1,0,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Pol Lirola,21,ESP,RB,20-189,90,0,0,0,0,0,0,0,0,68,3,1,0,0.0,0.0,0.3,3,0,40,61,65.6,5,30,6,2,2,e783a47b
ITA-Serie A,1718,2018-02-18 Bologna-Sassuolo,Sassuolo,Simone Missiroli,7,ITA,RM,31-271,89,0,0,0,0,1,0,0,0,40,2,0,1,0.1,0.1,0.1,4,0,24,33,72.7,3,16,2,0,0,e783a47b
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Alessio Romagnoli,13,ITA,CB,23-037,90,0,0,0,0,0,0,0,0,45,0,1,0,0.0,0.0,0.0,0,0,38,42,90.5,1,15,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,André Silva,9,POR,FW,22-104,18,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.2,2,0,7,9,77.8,1,6,2,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Davide Calabria,2,ITA,RB,21-074,90,0,1,0,0,1,1,0,0,94,3,1,1,0.1,0.1,0.3,2,1,67,82,81.7,4,30,1,2,2,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Giacomo Bonaventura,5,ITA,LM,28-180,90,1,0,0,0,2,2,1,0,65,2,2,2,0.4,0.4,0.2,10,0,47,49,95.9,8,21,5,4,4,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Gianluigi Donnarumma,99,ITA,GK,18-358,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,20,32,62.5,0,20,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Hakan Çalhanoğlu,10,TUR,LW,24-010,90,0,0,0,0,8,3,0,0,94,4,2,1,0.3,0.3,0.2,8,0,62,78,79.5,9,38,4,2,2,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Leonardo Bonucci,19,ITA,CB,30-293,90,0,0,0,0,0,0,0,0,57,1,2,1,0.0,0.0,0.0,1,0,36,46,78.3,2,22,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Lucas Biglia,21,ARG,CM,32-019,90,0,0,0,0,2,0,0,0,67,0,1,1,0.1,0.1,0.0,1,0,54,56,96.4,5,26,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Manuel Locatelli,73,ITA,RM,20-041,5,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,2,0,5,5,100.0,0,0,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Patrick Cutrone,63,ITA,FW,20-046,72,0,0,0,0,1,0,0,0,11,0,1,0,0.1,0.1,0.0,0,0,4,5,80.0,1,8,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Ricardo Rodríguez,68,SUI,LB,25-177,90,0,0,0,1,0,0,0,0,78,0,1,0,0.8,0.0,0.0,3,0,61,74,82.4,9,35,1,2,2,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Riccardo Montolivo,18,ITA,RM,33-031,85,0,0,0,0,1,0,0,0,45,3,1,1,0.0,0.0,0.1,3,0,27,38,71.1,5,16,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Milan,Suso,8,ESP,RW,24-091,90,0,0,0,0,4,1,0,0,62,0,0,0,0.2,0.2,0.0,6,1,42,54,77.8,11,36,7,5,3,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Bartosz Bereszyński,24,POL,RB,25-221,90,0,0,0,0,0,0,0,0,49,1,0,0,0.0,0.0,0.0,2,0,33,40,82.5,2,31,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Dawid Kownacki,99,POL,FW,20-341,19,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,1,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Duván Zapata,91,COL,FW,26-323,53,0,0,0,0,1,1,0,0,20,0,0,0,0.0,0.0,0.0,1,0,12,17,70.6,0,15,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Emiliano Viviano,2,ITA,GK,32-079,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,29,35,82.9,0,13,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Fabio Quagliarella,27,ITA,FW,35-018,90,0,0,0,0,1,0,0,0,29,0,0,0,0.0,0.0,0.4,2,0,13,22,59.1,0,16,2,3,1,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Gastón Ramírez,11,URU,AM,27-078,71,0,0,0,0,0,0,0,0,32,0,1,1,0.0,0.0,0.1,1,0,16,20,80.0,1,17,0,1,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Gian Marco Ferrari,13,ITA,CB,26-003,90,0,0,0,0,0,0,1,0,90,0,2,1,0.0,0.0,0.0,0,0,74,80,92.5,5,57,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Gianluca Caprari,17,ITA,"AM,FW",24-203,37,0,0,0,0,1,0,0,0,15,0,0,1,0.4,0.4,0.0,0,0,10,10,100.0,1,8,1,2,1,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Karol Linetty,16,POL,"LM,RM",23-016,90,0,0,0,0,2,0,1,0,43,3,0,1,0.1,0.1,0.0,4,0,26,35,74.3,1,24,3,1,1,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Lucas Torreira,34,URU,CM,22-007,90,0,0,0,0,2,0,0,0,74,1,1,1,0.1,0.1,0.0,5,0,57,67,85.1,4,36,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Matías Silvestre,26,ARG,CB,33-146,90,0,0,0,0,1,1,0,0,78,0,0,1,0.1,0.1,0.0,0,0,69,76,90.8,6,58,1,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Nicola Murru,29,ITA,LB,23-064,90,0,0,0,0,0,0,0,0,58,1,1,2,0.0,0.0,0.0,0,0,38,49,77.6,4,27,0,0,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Valerio Verre,21,ITA,"LM,RM",24-038,36,0,0,0,0,0,0,1,0,33,2,0,3,0.0,0.0,0.0,0,0,20,24,83.3,3,12,1,1,0,950c5280
ITA-Serie A,1718,2018-02-18 Milan-Sampdoria,Sampdoria,Édgar Barreto,8,PAR,RM,33-218,54,0,0,0,0,1,0,0,0,25,1,0,1,0.0,0.0,0.0,0,0,19,22,86.4,0,9,0,1,1,950c5280
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Allan,5,BRA,RM,27-041,90,1,0,0,0,2,1,0,0,63,0,0,2,0.5,0.5,0.0,1,0,44,56,78.6,4,45,5,3,3,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Amadou Diawara,42,GUI,CM,20-216,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,0,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Dries Mertens,14,BEL,FW,30-288,90,0,0,0,0,4,2,0,0,37,0,0,0,0.3,0.3,0.1,7,1,22,27,81.5,6,27,4,3,1,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Elseid Hysaj,23,ALB,RB,23-363,90,0,0,0,0,0,0,0,0,90,1,0,2,0.0,0.0,0.0,1,0,69,83,83.1,2,58,4,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Jorginho,8,ITA,CM,26-060,89,0,0,0,0,0,0,0,0,95,1,1,3,0.0,0.0,0.2,7,0,78,91,85.7,10,51,1,1,1,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,José Callejón,7,ESP,RW,31-007,85,0,1,0,0,1,1,0,0,52,3,0,0,0.3,0.3,0.7,7,1,34,45,75.6,4,35,1,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Kalidou Koulibaly,26,SEN,CB,26-243,90,0,0,0,0,1,0,0,0,105,0,0,0,0.0,0.0,0.0,1,0,92,99,92.9,5,76,4,1,1,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Lorenzo Insigne,24,ITA,LW,26-259,90,0,0,0,0,4,0,0,0,92,3,1,2,0.2,0.2,0.1,7,0,66,77,85.7,3,67,5,5,3,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Marek Hamšík,17,SVK,LM,30-206,70,0,0,0,0,3,1,1,0,82,0,0,4,0.1,0.1,0.3,2,0,68,74,91.9,7,60,2,1,1,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Marko Rog,30,CRO,RW,22-214,5,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Mário Rui,6,POR,LB,26-267,90,0,0,0,0,1,0,0,0,126,1,0,1,0.0,0.0,0.0,2,0,104,122,85.2,5,91,7,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Pepe Reina,25,ESP,GK,35-171,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,25,26,96.2,0,11,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Piotr Zieliński,20,POL,LM,23-274,20,0,0,0,0,2,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,12,12,100.0,1,11,2,4,2,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,Napoli,Raúl Albiol,33,ESP,CB,32-167,90,0,0,0,0,1,0,0,0,89,0,0,1,0.1,0.1,0.0,0,0,77,85,90.6,17,59,3,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Alberto Grassi,88,ITA,DM,22-348,74,0,0,0,0,0,0,0,0,22,1,2,2,0.0,0.0,0.0,0,0,12,13,92.3,1,10,0,2,1,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Alberto Paloschi,43,ITA,FW,28-045,9,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Alex Meret,97,ITA,GK,20-333,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,21,37,56.8,0,12,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Bartosz Salamon,21,POL,CB,26-293,90,0,0,0,0,0,0,1,0,59,1,1,1,0.0,0.0,0.0,0,0,32,45,71.1,2,29,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Boukary Dramé,85,SEN,WB,32-211,61,0,0,0,0,0,0,0,0,47,1,2,0,0.0,0.0,0.0,1,0,32,40,80.0,1,22,2,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Federico Viviani,77,ITA,"DM,CM",25-331,90,0,0,0,0,1,1,0,0,64,1,4,3,0.0,0.0,0.0,2,0,45,56,80.4,8,32,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Felipe dal Belo,27,BRA,CB,33-202,90,0,0,0,0,0,0,1,0,62,0,4,3,0.0,0.0,0.0,0,0,42,50,84.0,1,30,0,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Filippo Costa,33,ITA,WB,22-273,29,0,0,0,0,0,0,1,0,10,0,1,0,0.0,0.0,0.0,0,0,7,8,87.5,2,5,1,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Francesco Vicari,23,ITA,CB,23-199,90,0,0,0,0,0,0,0,0,52,2,3,2,0.0,0.0,0.0,0,0,33,39,84.6,4,27,0,1,1,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Jasmin Kurtić,19,SVN,"FW,CM",29-039,90,0,0,0,0,1,0,1,0,38,2,0,2,0.0,0.0,0.0,0,0,22,34,64.7,0,23,2,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Manuel Lazzari,29,ITA,WB,24-081,90,0,0,0,0,0,0,0,0,53,3,0,1,0.0,0.0,0.0,1,0,30,40,75.0,1,36,3,8,5,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Mirco Antenucci,7,ITA,FW,33-163,81,0,0,0,0,1,0,0,0,26,1,0,0,0.0,0.0,0.1,2,0,13,16,81.3,1,16,1,2,2,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Pasquale Schiattarella,28,ITA,"DM,CM",30-264,90,0,0,0,0,1,0,0,0,37,4,1,0,0.0,0.0,0.0,0,0,26,30,86.7,2,16,2,0,0,8af24436
ITA-Serie A,1718,2018-02-18 Napoli-SPAL,SPAL,Sergio Floccari,10,ITA,FW,36-098,16,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,1,0,4,6,66.7,0,5,0,0,0,8af24436
