,,,,,jersey_number,nation,pos,age,min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,game_id
,,,,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
league,season,game,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,1718,2018-02-24 Stuttgart-Eint Frankfurt,Stuttgart,Ron-Robert Zieler,16,GER,GK,29-012,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,20,45,44.4,0,16,0,0,0,b0a98271
GER-Bundesliga,1718,2018-02-24 Stuttgart-Eint Frankfurt,Stuttgart,Santiago Ascacíbar,6,ARG,CM,20-364,79,0,0,0,0,1,0,1,0,26,2,0,1,0.0,0.0,0.0,0,0,17,24,70.8,3,6,0,1,1,b0a98271
GER-Bundesliga,1718,2018-02-24 Stuttgart-Eint Frankfurt,Stuttgart,Timo Baumgartl,5,GER,CB,21-357,90,0,0,0,0,0,0,0,0,47,7,0,3,0.0,0.0,0.0,0,0,23,29,79.3,2,12,0,0,0,b0a98271
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Aaron Hunt,14,GER,LM,31-173,90,0,0,0,0,2,0,0,0,54,2,0,1,0.1,0.1,0.2,4,0,33,48,68.8,4,29,4,4,3,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,André Hahn,11,GER,"FW,RW",27-195,90,0,0,0,0,1,0,0,0,36,3,0,0,0.0,0.0,0.0,0,0,14,26,53.8,1,16,3,2,1,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Bakery Jatta,18,GAM,RW,19-263,76,0,0,0,0,1,1,1,0,35,6,0,2,0.2,0.2,0.1,2,0,9,18,50.0,0,15,2,1,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Bobby Wood,7,USA,"FW,RW",25-101,14,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,9,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Christian Mathenia,1,GER,GK,25-330,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,7,21,33.3,0,12,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Douglas Santos,6,BRA,LB,23-339,90,0,0,0,0,1,0,0,0,60,2,2,1,0.0,0.0,0.0,1,0,26,49,53.1,1,20,1,1,1,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Filip Kostić,17,SRB,LW,25-115,90,0,0,0,0,0,0,0,0,34,1,1,0,0.0,0.0,0.0,0,0,7,20,35.0,1,20,2,4,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Gideon Jung,28,GER,RM,23-165,89,0,0,0,0,0,0,0,0,28,1,1,0,0.0,0.0,0.0,0,0,17,23,73.9,4,16,1,2,2,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Gōtoku Sakai,24,JPN,RB,26-347,90,0,0,0,0,0,0,0,0,54,1,1,2,0.0,0.0,0.0,2,0,23,48,47.9,2,16,1,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Jann-Fiete Arp,40,GER,RM,18-049,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Kyriakos Papadopoulos,9,GRE,CB,26-001,90,0,0,0,0,0,0,0,0,40,3,0,2,0.0,0.0,0.0,0,0,16,24,66.7,0,6,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Rick van Drongelen,4,NED,CB,19-066,90,0,0,0,0,0,0,0,0,43,4,0,3,0.0,0.0,0.0,0,0,24,30,80.0,1,18,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Hamburger SV,Walace,12,BRA,CM,22-326,90,0,0,0,0,1,0,0,0,38,1,4,3,0.0,0.0,0.0,1,0,24,29,82.8,3,15,0,1,1,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Aron Jóhannsson,9,USA,LM,27-106,7,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,3,0,1,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Florian Kainz,7,AUT,LM,25-123,72,0,0,0,0,1,0,0,0,31,2,0,0,0.0,0.0,0.0,1,0,16,26,61.5,4,19,1,2,1,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Ishak Belfodil,29,ALG,RM,26-043,18,0,0,0,0,1,0,0,0,9,2,0,2,0.1,0.1,0.0,0,0,3,3,100.0,1,4,0,1,1,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Jiří Pavlenka,1,CZE,GK,25-316,90,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.0,0,0,30,32,93.8,0,14,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Jérôme Gondorf,8,GER,DM,29-243,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Ludwig Augustinsson,5,SWE,LB,23-309,90,0,0,0,0,2,1,1,0,63,4,1,1,0.1,0.1,0.0,2,0,43,54,79.6,5,31,2,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Max Kruse,10,GER,FW,29-342,90,0,0,0,0,1,0,0,0,69,0,0,0,0.0,0.0,0.1,3,0,39,63,61.9,6,36,1,3,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Maximilian Eggestein,35,GER,CM,21-078,90,0,0,0,0,4,1,0,0,54,1,1,5,0.2,0.2,0.0,1,0,24,36,66.7,5,20,1,2,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Miloš Veljković,13,SRB,CB,22-151,90,0,0,0,0,0,0,0,0,95,2,2,1,0.0,0.0,0.0,2,0,69,82,84.1,8,55,2,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Niklas Moisander,18,FIN,CB,32-148,90,0,0,0,0,1,0,0,0,116,0,1,0,0.1,0.1,0.0,4,0,93,108,86.1,11,67,2,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Philipp Bargfrede,44,GER,DM,28-358,89,0,0,0,0,1,0,0,0,67,1,1,3,0.0,0.0,0.1,4,0,42,55,76.4,5,31,0,1,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Theodor Gebre Selassie,23,CZE,RB,31-062,90,0,0,0,0,0,0,0,0,71,3,2,1,0.0,0.0,0.1,2,0,52,56,92.9,3,19,1,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Thomas Delaney,6,DEN,CM,26-174,90,0,0,0,0,0,0,0,0,52,1,3,1,0.0,0.0,0.1,4,0,31,42,73.8,4,16,0,0,0,d60846c2
GER-Bundesliga,1718,2018-02-24 Werder Bremen-Hamburger SV,Werder Bremen,Zlatko Junuzović,16,AUT,"RM,LM",30-151,83,0,0,0,0,2,0,0,0,48,0,0,1,0.1,0.1,0.1,4,0,26,40,65.0,3,17,2,3,2,d60846c2
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Bernd Leno,1,GER,GK,25-358,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,38,47,80.9,0,31,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Charles Aránguiz,20,CHI,LM,28-314,90,0,0,0,0,0,0,0,0,65,4,1,0,0.0,0.0,0.0,2,0,46,58,79.3,5,33,3,3,2,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Dominik Kohr,21,GER,CM,24-025,37,0,0,0,0,1,0,2,1,22,0,1,1,0.1,0.1,0.0,1,0,9,15,60.0,1,6,0,1,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Julian Brandt,10,GER,RW,21-299,70,0,0,0,0,1,1,0,0,49,1,2,1,0.0,0.0,0.0,3,0,31,41,75.6,4,23,1,3,2,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Kai Havertz,29,GER,RM,18-259,90,0,0,0,0,1,1,0,0,61,3,0,0,0.0,0.0,0.1,3,0,48,53,90.6,10,38,1,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Karim Bellarabi,38,GER,RM,27-323,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,9,12,75.0,2,9,1,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Kevin Volland,31,GER,FW,25-210,61,0,0,0,0,1,1,0,0,21,0,0,0,0.0,0.0,0.0,0,0,10,16,62.5,1,12,4,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Leon Bailey,9,JAM,LW,20-200,90,0,0,0,0,1,0,0,0,42,0,0,1,0.0,0.0,0.0,3,0,22,30,73.3,3,30,3,4,2,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Lucas Alario,13,ARG,FW,25-140,29,0,0,0,0,2,1,1,0,14,1,0,0,0.2,0.2,0.0,0,0,4,6,66.7,0,8,0,3,1,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Panagiotis Retsos,3,GRE,CB,19-200,90,0,0,0,0,0,0,1,0,78,3,1,1,0.0,0.0,0.0,0,0,62,73,84.9,4,37,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Stefan Kießling,11,GER,RB,34-031,20,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,2,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Sven Bender,5,GER,CB,28-304,90,0,0,0,0,0,0,0,0,55,1,1,0,0.0,0.0,0.0,0,0,40,47,85.1,4,26,1,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Tin Jedvaj,16,CRO,RB,22-089,70,0,0,0,0,1,1,0,0,51,2,0,0,0.0,0.0,0.0,1,0,30,46,65.2,5,17,1,1,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Bayer Leverkusen,Wendell,18,BRA,LB,24-220,90,0,0,0,0,1,0,0,0,75,3,0,4,0.0,0.0,0.2,4,0,48,61,78.7,9,36,3,1,1,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Amine Harit,25,MAR,AM,20-252,42,0,0,0,0,0,0,1,0,21,1,2,0,0.0,0.0,0.7,2,0,14,16,87.5,4,14,5,3,2,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Bastian Oczipka,24,GER,WB,29-044,90,0,0,0,0,0,0,0,0,65,5,0,3,0.0,0.0,0.1,3,0,31,48,64.6,1,26,5,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Benjamin Stambouli,17,FRA,CM,27-196,42,0,0,0,0,0,0,0,0,20,0,2,0,0.0,0.0,0.0,0,0,12,17,70.6,2,10,1,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Breel Embolo,36,SUI,FW,21-011,90,0,0,0,0,2,1,1,0,27,1,1,0,0.8,0.8,0.0,3,1,9,14,64.3,2,15,2,3,1,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Daniel Caligiuri,18,ITA,WB,30-041,90,0,1,0,0,0,0,0,0,77,2,5,3,0.0,0.0,0.9,5,1,40,61,65.6,3,37,1,2,1,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Franco Di Santo,9,ARG,"AM,FW",28-324,90,0,0,0,0,1,1,0,0,27,0,0,3,0.0,0.0,0.0,0,0,12,15,80.0,3,13,0,2,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Guido Burgstaller,19,AUT,FW,28-302,48,1,0,0,0,1,1,1,0,25,1,0,2,0.5,0.5,0.0,3,1,12,15,80.0,2,19,2,4,2,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Leon Goretzka,8,GER,CM,23-019,65,0,0,0,0,1,1,0,0,34,1,0,2,0.1,0.1,0.0,1,0,24,29,82.8,3,19,3,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Matija Nastasić,5,SRB,CB,24-334,90,0,0,0,0,0,0,0,0,59,4,4,0,0.0,0.0,0.0,1,0,51,54,94.4,2,36,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Max Meyer,7,GER,CM,22-160,48,0,0,0,0,0,0,1,0,31,2,3,0,0.0,0.0,0.0,0,0,17,23,73.9,0,16,1,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Nabil Bentaleb,10,ALG,CM,23-093,25,1,0,1,1,1,1,0,0,15,2,1,1,0.8,0.0,0.0,1,1,6,8,75.0,2,2,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Naldo,29,BRA,CB,35-168,90,0,0,0,0,3,0,0,0,77,2,1,0,0.2,0.2,0.0,1,0,52,65,80.0,1,39,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Ralf Fährmann,1,GER,GK,29-151,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,24,36,66.7,0,27,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 Leverkusen-Schalke 04,Schalke 04,Thilo Kehrer,20,GER,CB,21-157,90,0,0,0,0,0,0,0,0,49,0,1,2,0.0,0.0,0.0,0,0,38,41,92.7,1,32,0,0,0,d94f8771
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Dominique Heintz,3,GER,CB,24-194,90,0,0,0,0,0,0,0,0,52,2,0,1,0.0,0.0,0.0,0,0,38,45,84.4,8,25,1,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Frederik Sørensen,4,DEN,CB,25-317,90,0,0,0,0,1,1,0,0,80,7,2,1,0.1,0.1,0.1,1,0,40,62,64.5,8,22,0,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Jannes Horn,23,GER,WB,21-019,60,0,0,0,0,0,0,0,0,41,1,0,1,0.0,0.0,0.1,3,0,24,34,70.6,2,23,2,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Jonas Hector,14,GER,AM,27-274,90,0,0,0,0,3,1,0,0,60,3,1,3,0.1,0.1,0.1,3,1,31,44,70.5,5,27,3,4,2,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Jorge Meré,22,ESP,CB,20-314,90,0,0,0,0,0,0,0,0,63,3,0,2,0.0,0.0,0.0,0,0,48,54,88.9,2,24,0,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Leonardo Bittencourt,21,GER,WB,24-068,30,1,0,0,0,2,1,0,0,20,0,3,0,0.5,0.5,0.1,2,0,6,10,60.0,1,17,3,2,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Marcel Risse,7,GER,WB,28-070,90,0,1,0,0,2,0,0,0,65,2,0,2,0.1,0.1,0.6,5,2,27,58,46.6,8,33,7,3,3,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Marco Höger,6,GER,CM,28-162,90,0,0,0,0,0,0,1,0,80,5,3,2,0.0,0.0,0.0,0,0,49,62,79.0,5,35,0,4,1,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Matthias Lehmann,33,GER,CM,34-273,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Salih Özcan,20,TUR,AM,20-045,9,0,0,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.0,1,0,3,4,75.0,3,5,0,1,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Simon Terodde,9,GER,FW,29-360,90,0,0,0,0,3,1,0,0,47,1,1,0,0.2,0.2,0.1,5,0,22,35,62.9,2,25,0,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Timo Horn,1,GER,GK,24-289,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,17,31,54.8,0,14,0,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Vincent Koziello,41,FRA,CM,22-120,87,1,0,0,0,1,1,0,0,52,4,2,1,0.0,0.0,0.0,2,0,36,41,87.8,3,23,0,2,1,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,Köln,Yuya Osako,13,JPN,AM,27-283,81,0,0,0,0,1,0,0,0,45,3,0,0,0.1,0.1,0.1,4,1,19,33,57.6,5,35,4,3,1,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Ademola Lookman,18,NGA,RW,20-128,58,0,0,0,0,2,0,0,0,31,0,0,0,0.9,0.9,0.0,3,1,21,28,75.0,3,20,1,3,2,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Bernardo,3,BRA,LB,22-287,90,0,0,0,0,0,0,0,0,103,2,4,5,0.0,0.0,0.0,0,0,62,84,73.8,3,43,1,1,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Bruma,17,POR,"LW,AM",23-124,90,0,0,0,0,2,0,0,0,59,0,1,1,0.1,0.1,0.9,2,0,28,39,71.8,1,37,9,8,3,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Dayot Upamecano,5,FRA,CB,19-121,90,0,0,0,0,1,0,0,0,73,2,1,2,0.0,0.0,0.0,1,0,50,57,87.7,2,44,0,1,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Diego Demme,31,GER,DM,26-096,20,0,0,0,0,0,0,0,0,24,1,0,1,0.0,0.0,0.0,1,0,19,21,90.5,2,8,1,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Emil Forsberg,10,SWE,LM,26-125,70,0,0,0,0,1,0,0,0,66,1,1,2,0.1,0.1,0.0,1,0,50,57,87.7,5,42,3,5,4,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Jean-Kévin Augustin,29,FRA,FW,20-254,68,1,0,0,0,5,3,0,0,34,0,0,1,1.1,1.1,0.1,3,0,17,19,89.5,0,18,3,4,1,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Kevin Kampl,44,SVN,"CM,DM",27-139,90,0,0,0,0,1,0,1,0,90,2,3,4,0.1,0.1,0.1,2,0,67,78,85.9,4,53,1,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Lukas Klostermann,16,GER,RB,21-267,90,0,0,0,0,0,0,0,0,66,5,0,1,0.0,0.0,0.4,2,0,46,57,80.7,5,33,3,1,1,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Marcel Sabitzer,7,AUT,"RM,AM",23-345,90,0,0,0,0,2,0,0,0,64,1,2,0,0.2,0.2,0.2,3,0,45,56,80.4,7,31,2,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Péter Gulácsi,32,HUN,GK,27-295,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,17,30,56.7,0,16,0,0,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Timo Werner,11,GER,FW,21-356,22,0,0,0,0,0,0,0,0,17,0,0,1,0.0,0.0,0.0,0,0,7,12,58.3,1,9,2,3,0,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Willi Orban,4,HUN,CB,25-114,90,0,0,0,0,1,0,0,0,83,2,0,1,0.1,0.1,0.0,1,0,58,66,87.9,5,43,1,1,1,836fdd2c
GER-Bundesliga,1718,2018-02-25 RB Leipzig-Köln,RB Leipzig,Yussuf Poulsen,9,DEN,"FW,RW",23-255,32,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.1,1,0,12,16,75.0,4,11,1,2,2,836fdd2c
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Caiuby,30,BRA,LW,29-227,89,0,0,0,0,2,0,1,0,39,2,0,0,0.1,0.1,0.0,2,0,22,25,88.0,2,28,1,0,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Gojko Kačar,20,SRB,LW,31-031,1,0,0,0,0,1,1,0,0,3,0,0,0,0.1,0.1,0.0,0,0,1,2,50.0,0,1,0,0,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Jan Morávek,14,CZE,DM,28-117,76,0,0,0,0,0,0,1,0,51,6,1,1,0.0,0.0,0.1,2,0,25,38,65.8,2,18,0,1,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Jonathan Schmid,17,FRA,"RW,RB",27-249,90,0,0,0,0,3,1,0,0,37,4,0,2,0.2,0.2,0.2,6,0,19,26,73.1,3,10,2,0,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Kevin Danso,38,AUT,CB,19-160,90,1,0,0,0,2,2,0,0,60,1,1,1,0.8,0.8,0.0,1,1,25,43,58.1,6,28,2,5,1,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Koo Ja-cheol,19,KOR,AM,28-364,90,0,0,0,0,0,0,0,0,54,3,1,1,0.0,0.0,0.0,1,0,33,41,80.5,2,24,0,4,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Marcel Heller,7,GER,"RW,RB",32-014,35,0,0,0,0,0,0,0,0,19,1,0,2,0.0,0.0,0.0,0,0,7,13,53.8,0,8,1,1,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Martin Hinteregger,36,AUT,CB,25-172,90,0,0,0,0,1,0,0,0,47,3,4,1,0.0,0.0,0.0,0,0,29,35,82.9,3,25,1,1,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Marwin Hitz,35,SUI,GK,30-161,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,28,42,66.7,0,27,0,0,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Michael Gregoritsch,11,AUT,FW,23-314,90,0,0,0,0,3,1,0,0,45,0,0,0,0.2,0.2,0.0,5,0,28,34,82.4,4,25,1,3,1,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Philipp Max,31,GER,LB,24-149,90,0,0,0,0,0,0,0,0,58,2,0,0,0.0,0.0,0.1,3,0,37,53,69.8,0,21,0,0,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Rani Khedira,8,GER,DM,24-030,90,0,0,0,0,0,0,0,0,48,3,1,2,0.0,0.0,0.0,1,0,26,32,81.3,2,11,0,1,1,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Raphael Framberger,32,GER,RB,22-173,55,0,0,0,0,1,1,0,0,31,3,1,1,0.0,0.0,0.1,1,0,11,20,55.0,2,11,1,1,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Augsburg,Shawn Parker,9,GER,DM,24-356,14,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.1,1,0,1,1,100.0,1,4,0,0,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Dortmund,André Schürrle,21,GER,LW,27-112,90,0,0,0,0,3,0,0,0,72,6,1,2,0.2,0.2,0.0,3,0,41,54,75.9,8,43,4,5,1,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Dortmund,Christian Pulisic,22,USA,RW,19-161,15,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,9,11,81.8,0,10,2,1,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Dortmund,Gonzalo Castro,27,GER,DM,30-260,61,0,0,0,0,1,0,0,0,60,3,0,1,0.0,0.0,0.1,2,0,44,51,86.3,5,34,1,3,1,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Dortmund,Julian Weigl,33,GER,DM,22-171,90,0,0,0,0,0,0,0,0,89,5,0,1,0.0,0.0,0.0,1,0,71,79,89.9,9,56,1,3,1,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Dortmund,Mahmoud Dahoud,19,GER,DM,22-056,29,0,0,0,0,3,1,0,0,31,0,1,0,0.1,0.1,0.1,0,0,15,21,71.4,5,21,3,3,0,add934f9
GER-Bundesliga,1718,2018-02-26 Dortmund-Augsburg,Dortmund,Marcel Schmelzer,29,GER,LB,30-035,90,0,0,0,0,0,0,0,0,107,2,1,4,0.0,0.0,0.0,0,0,79,94,84.0,5,56,1,1,0,add934f9
